benchmark_time,commit_time,commit_pr,git_hash,run_number,Eager Runtime (ms),Compilation Time (ms),Script Runtime (ms)
2019-09-18 21:28:18,2019-09-08 21:40:10,25848,73855ecd4315a2790f14a39d335c96bd98382078,7,0.000298,0.000301,0.00034399999999999996
2019-09-18 21:28:18,2019-09-08 21:40:10,25848,73855ecd4315a2790f14a39d335c96bd98382078,8,0.000313,0.000303,0.000331
2019-09-18 21:28:18,2019-09-08 21:40:10,25848,73855ecd4315a2790f14a39d335c96bd98382078,9,0.000312,0.000314,0.000324
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,0,0.001392,0.000484,0.000335
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,1,0.000321,0.000301,0.00028399999999999996
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,2,0.000277,0.000289,0.000258
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,3,0.000268,0.000292,0.000268
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,4,0.000264,0.000285,0.00026700000000000004
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,5,0.00028599999999999996,0.00028399999999999996,0.00026700000000000004
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,6,0.000257,0.00028100000000000005,0.00027
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,7,0.000257,0.00028399999999999996,0.00026700000000000004
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,8,0.000266,0.000283,0.000256
2019-09-18 21:33:45,2019-09-09 22:07:01,25782,c47ccfd01d55e9909024482b1e2ce4ab9ec9ed9f,9,0.000252,0.00028000000000000003,0.000257
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,0,0.001256,0.000518,0.00040699999999999997
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,1,0.00040899999999999997,0.000317,0.00029099999999999997
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,2,0.000314,0.000294,0.00028199999999999997
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,3,0.000317,0.000316,0.000285
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,4,0.00030199999999999997,0.000317,0.000283
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,5,0.000298,0.000297,0.000283
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,6,0.000317,0.000317,0.000283
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,7,0.000287,0.0003,0.000285
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,8,0.00031,0.000313,0.000283
2019-09-18 21:38:59,2019-09-10 23:44:42,8354,87a2c926150688f8d64462bf55abd13615005e1a,9,0.000289,0.00032700000000000003,0.00028399999999999996
